,Datetime,Text
20,2020-10-16 13:41:37+00:00,@XeeshanQayyum Matlub kuch bhe /) ab log speculation krein gay about players :) what “professionalism” mashalllah :))
21,2020-10-15 12:39:32+00:00,"@Samiburney Bhai Coaches and Players k dope test ker wain 50% charsolay niklain gay #NationalT20 #Cricket #Pakistan 
یہ کلب کرکٹ تک سرایت کر چکا ہے مرض ۔ چرس اور فکسنگ ۔ پاکستان ٹھیک ہوگا تو سب خود ٹھیک ہوجاٸے گا ۔ کرکٹرز بھی تو پاکستانی ہیں https://t.co/NXHI0J8vQT"
22,2020-10-03 22:25:15+00:00,@JimmyNeesh Ase bekar or third class player jb ipl me khelain gay tou yehi bolain sub ghar k sheer bahir dehr. Pakistani player khilao ipl me lag pata jayega bowl kia hoti he batting kia hoti he. Natural talent nation hen hum
23,2020-09-18 20:00:36+00:00,@iMMad907 @AhmerNajeeb Exactly. Just an average cricketers.  Achi bat hai is system se achay players hi uper ayen gay. Aisay fazool players ko cricket Chor hi deni chaiye
24,2020-09-02 02:29:30+00:00,"Why PUBG Banned In Pakistan ! Asal Haqaiq Samny Aa Gay ! F.S Player Request to Imran Khan P.M
https://t.co/3SjjOTR5LE

#PUBG
#PUBGMOBILE
#PUBGモバイルカレンダー  #PUBG_MOBILE   
#pubgban   
#PUBG履歴書 
#PUBGモバイル 
#PUBGEsports 
#PUBGMErangel"
25,2020-08-24 01:34:34+00:00,"#MisconceptionsAboutMe .. they say that if a gay has so many guy friends .. that means that theyve done the “deed”with the gay.. sorry not all. i know how to play ps4, billiards (class b player here). Im still a guy but with a pretty face tho #TheMorningRush https://t.co/LrlYiuLZeW"
26,2020-06-15 01:47:57+00:00,@BhatSakal @MIB_India @PrakashJavdekar Look at this ;whether it was a sin or a crime how can you name it HITWICKET(hope one understands the reason when  player is declared hit wicket in cricket)what is this..but no one will even ask them .ye gay doodh jo pilati hai sahab logon ko https://t.co/Rh5s5sUZ2D
27,2020-06-05 16:22:36+00:00,我正在看【Địt em nhân viên mới tét ass – SEX GAY HD-Video player】，分享给你，一起看吧！ https://t.co/epxRzb91rE
28,2020-05-02 08:43:58+00:00,@CR7INMY_DNA_ @mxhsinsiddiqui @ShehZadAsghar13 @goal Show it your penaldo.. he does that best. He is the best Sucker Player of history. Gay😂😂
29,2020-04-01 16:20:20+00:00,@Deep_EyesSss Mein ny haar jana sb players hon gay😑
30,2020-04-01 15:59:06+00:00,"**React other fans only**
kohli fans and rohit fans dont react If react you will confirm yourself as Gay 😏
Which player do you like most ?"
31,2020-03-14 16:15:54+00:00,@whyzeewhy21 @IsbUnited Acha kiya👍🏻.. ronchi or malan chalay gay or pechay pak players nay aisa hi khalna tha 137 ka target diya hy😂
32,2020-03-13 13:24:01+00:00,@Tanzeelified @nomikkings Exaclty. Cause unky foreign players ni gay ha.
33,2020-03-05 03:59:41+00:00,"@jhnlvb @eugcafeels Duh?!Dat's not how ""ALL Gays"" played in Men's VB game.Wag kang tanga!Pang Brgy na laro ung ganyan.tska usually pang HS!I know some UAAP players na mas baklang bakla pa kay Gamban outside court.But dat's not how they do their swag!They know when &amp; where to act like that.🙄"
34,2020-03-04 09:07:16+00:00,"Im so happy that we have now a loud, fierce, BRAVE and amazing gay volleyball player in UAAP who dare to show the world, the UNIVERSE rather that being WHO YOU ARE will always BRING OUT THE BEST IN YOU !! I STAN 👑 GAMBAN!

#UAAPSeason82MensVolleyball 
#UAAPSeason82Volleyball"
35,2020-02-07 09:39:03+00:00,"Who's the only gay in shop playing this game, but they don't care coz ur good and bad ass player."
36,2020-01-28 13:10:22+00:00,@Awaeiz_Qaxim Qg hr psl mag acha khali hy but do bar end pr boht unexpected khali thi wo shahid players adhay chalay gay thay ye issue tha.. sammy ki waja say zalmi kay sath bhi ho.. Qg ya zalmi jo bhi jeetay
37,2020-01-24 13:46:06+00:00,"During L4D2 game.

Me: *dying as a survivor so I switched to being infected*

Random infected player: you're gay man

Me: I'm a gay man in real life

Random infected player: That's awesome man

💕"
38,2020-01-21 17:01:41+00:00,@puteih Yup even database boleh upgrade sendiri kalau nak follow current transfer market. Cuma graphic engine ada improvement sikit plus ada VAR plak dlm fm20. Dengan player keluar as gay dalam save https://t.co/EPIZwxEx7t
39,2020-01-19 06:25:18+00:00,"@andreaannwalter This is not a fake stat, just true in my world: in my circle, all the best players at fighting games are gay Filipino guys."
40,2020-01-07 10:48:18+00:00,Wag daw ako mag kacrush sa volleyball player kase daw may posibilidad na gay sila haha. Di naman lahat HAHA sadyang gay lang talaga yung nat'timing na  gwapo at magaling sakin  😂😅😡
41,2019-12-28 16:12:51+00:00,Someone told my girlfriend at the time that I was gay and a player... A gay player 😂😂😂 https://t.co/VLPmm6rGEF
42,2019-12-07 15:02:52+00:00,"@ChelseaFC Lampard made crazy selection as he continue to play gay christiesen, stop playing Zouma in wrong position only a good natural player can enjoy doing that, zouma from left is bitter experience 😡😡"
43,2019-12-05 12:55:23+00:00,"For local twitter CDO chapter:
1. Blackface
2. Rapist bball varsity player
3. Philippine Catholic Youth vs the gays

🤧🍿 https://t.co/uSHCqdT9PL"
44,2019-11-28 11:45:44+00:00,"Bukan selalu dapat request lagu dekat member lelaki. Sedap kan? Player #BerubahGaming mmg mantul mantul
Backflip ada , menyanyi ada hehe. Biarla org nak cakap gay ke apa haha 😝 https://t.co/0EXxwaMZvC"
45,2019-11-27 13:27:47+00:00,@khairilque hahaha orang yang tak tengok bola tak semestinya gay. tapi gay semestinya tak tengok bola. melainkan dia nak tengok bontot player 😂
46,2019-11-19 03:57:55+00:00,"@EEYBOE dancer, bball player, Mr. Jwc 2017, mabait, nagpunta na ng bahay namin to nakimeryenda, classmate ni kaycee noon, ex ni gaudette, pogi, sobrang tangkad, galing mag gay language."
47,2019-11-08 14:38:02+00:00,"7. Cute good character, single, rich guys who are interested in us and are not players are gays."
48,2019-11-05 12:46:34+00:00,@PakCricFanatik We are still on top in t20s. Misbah messed up the t20 combo. 3-4 players hain unko replace kro team behtar hojai gi. Malik our Hafeez wapis aye gay.
49,2019-10-11 09:50:42+00:00,"@sohailimrangeo @kalson @realshoaibmalik Misbah bhai! National t20 me 4/5 spinners khelen ge lekin australia me tau itne fast bowlers hon gay.
Kis tarha players ki ability ko judge karenge.batayen"
50,2019-09-22 07:21:15+00:00,@aaliaaaliya @SarfarazA_54 @iMRizwanPak Aik jese players hojaen gay sab.
51,2019-09-21 16:00:39+00:00,"Happy Birthday to the girl who pops out of a blanket, scary phone call girl, baby devil, gorgeous time reverser, short haired knocker, bicycle rider, tennis player, ""is sana gay?"" girl, cartoonified candy girl, princess mia, and owner of a giant pink gem. #HappyNAYEONday"
52,2019-09-05 18:34:00+00:00,"PCB Youth Development Program 2019-20 Southern Punjab -0pen Trials of U 13 &amp; U 16  17-Sep-19 ko Gymkhana Ground, Okara white kit ma ho gay '' U 13 Trails (9.00 am to 3.00 pm) '' U 16 Trails (3.00 pm to end of the day) Tamam Players father ID card copy or B farm 2 pasport size pic"
53,2019-08-25 02:30:09+00:00,@Nomancricket29 yeh b toh daikhain na kitnay players berozgaar ho gay hain region cricket k khtam honay say aur new system kay anay say :(
54,2019-07-17 08:51:15+00:00,"@jadeswilson Who tf actually cares, let her have her 15 minutes of fame and then go about your daily lives, who cares if she's gay, it's an arrogant footie player. 
I think neymar is daft, doesn't mean I hate men, so who cares about some obscure mouthy chick?"
55,2019-07-14 05:47:03+00:00,"@AaronBower @WTrinityRL To be totally honest I had forgotten about Keegan telling everyone that he is gay, To me he’s just a rugby player. Great article and I wish him and everyone that maybe suffering in silence the strength to talk to someone.  #onelife be happy people"
56,2019-07-05 18:58:48+00:00,@HassanNisar PCB players ko to zaroor hatay saath hi Selectors or coaches ko bhi nikalay.3 sey 4 player reserve mey beithnay kayliay lay gay thay kia?Fakhur Zaman or Imamul Haq ager perform nahi ker rahay thay to kisliay khilatay rahay.Opener hi koi achcha start na dain to?Selector r to blame
57,2019-07-05 13:26:35+00:00,Hum ko low level ki qom bana ho ga ....tabhi yay 3rd catagory k B class players digest ho saktay hain.....aur koi rasta nahi hay....yay aona caliber nahi uplift karay gay......end of the day it SARKARI NOKRI
58,2019-06-29 18:31:27+00:00,@iTweeety_ @MHafeez22 @simadwasim @WahabViki Hafeez bhai ko ab retirement ki zarorat hai bahut achay players milay gay pak ko in se b achay.
59,2019-06-22 08:17:06+00:00,"@Wabbasi007 @AnsarAAbbasi Yeh frustration ki inteha hey.Qoom kubtuk en kharabion,corruption ko burdaasht karay gi.Choor jub sahokar bunker ghomain gay to aisa to hoga hi.Player ka bhi aisa hi maamla hey family kay saath trip per khaylain gay ya moze karain gay. Baray daway kernay walay field mey zero."
60,2019-06-21 05:08:41+00:00,"@rini_dev Aap bhool rhi hen hum World Cup kabhi India se nhi jeetay. Lekin 1 din hum jeet bhi jaim gay... Or is bilkul koi shak nhi k humari team best teams men se 1 he, lekin humaray players ghatiya hen..."
61,2019-06-18 17:13:44+00:00,@danawalafaizan With all due respect ap ko bhi pata hoga ke PCB nai chahta tha k families sath hon during the world cup phr players ny protest kar ke families sath rakhi ab wo unn ke sath ghoom rahe ice cream burgers khah rahe tou phir log baat kare gay or thek bole gay
62,2019-06-16 15:00:27+00:00,"Pata nai ye incompetent players adha score bhe bana pyain gay k nai. 
#PAKvIND #PakistanVsIndia"
63,2019-06-05 04:38:15+00:00,I'm not a PLAYER. I'm a GAMER. Players get chicks. I get achievements. 🤩😜 #shelfie #gamer #nintendoswitchphilippines #nintendoswitch #pinoy #asian #filipino #philippines #gay #follow #love #instagood #igers… https://t.co/1Je3jelnsr
64,2019-05-03 06:17:16+00:00,@sathishpro2 @RohanPaul409 @salmanwali93 @Saj_PakPassion @azkhawaja1 tuj ko cricket k barry main kuch pata nahi Pakistan ka jo board hai wo us ka nahi hur bahi baht sary players hain jin k carer 1 sal say agy gay hi nahi beta jitny afridi k records hain na utny kisi k nahi hai india main sab say zaidia fan fowlling afridi ki hai hur han tum bhoko
65,2019-04-06 14:59:11+00:00,@kyahaibosdk bahi us ka video sun lo agar watson ingram munro laimstone pollard wagara a sakty hain to wo bahi ana chata tha us nay video main kaha tha k main lahoure a raha ho 😂😂😂21 players jo ipl bahi khelte hain wo to a gay the un ko koi nahi roka
66,2019-02-24 12:14:35+00:00,@AhmerNajeeb Ye sawal tu Pakistan say bhe hay. Aisay players kahan say laao gay 😁
67,2019-02-17 09:11:32+00:00,@aiweiin Bachy hein. Zara waqt tu dein. Inshallah krein gay. Har team k young players r potentially good
68,2019-02-10 06:40:50+00:00,"Kobe was a great 2 way player

Jayson Tatum is a young Rudy Gay"
69,2019-01-21 05:33:39+00:00,"So in Gay Life i just realized that.

Bottoms are the loyal one.
Vers are the explorer.
Tops are the player."
70,2018-10-30 04:28:45+00:00,Whenever I hear people say that a player has upside..”give him time” things of that sort..I always think of Rudy gay...bounce..handles....jumper...y’all..long...if you describe him you’d think Durant..everyone said “give him time” and he never rounded the corner
71,2018-07-19 06:37:19+00:00,y'all kuroko no basket should be named kuroko no harem all these bball players thirsty for kuroko's gay ass
72,2018-03-31 09:35:59+00:00,@Scoular Gay boy triangle player
73,2018-03-30 07:59:19+00:00,@ARYSports_Web @ARYNEWSOFFICIAL Mtlab main players nhi ayein gay.
74,2018-03-26 09:00:46+00:00,@danyalhotiana Mtlb is k dor men baki teamon k players gali muhallay ki cricket khelnay walay hon gay...
75,2018-02-22 03:30:37+00:00,@TrentSports @BTRowland Bad relationship with Boogie and Rudy Gay they had all the talent in the world the hawks best player in recent years was Al Horford and maybe Joe Johnson when he wanted to play
