,Datetime,Text
17,2020-12-30 07:54:58+00:00,@realDonaldTrump And you have never fraudulently done anything in your life.. Give the USA PEOPLE a break and leave THE PRESIDENCY WITH SOME DIGNITY.. FACE IT OR FESS UP.. YOU LOST THE ELECTION .. BIG-TIME.. YOU ARE DONE.. IT'S OVER🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
18,2020-12-30 07:26:20+00:00,"@aturtlenamedbo1 @kavn @SenKamalaHarris The treasonous coup to defeat the candidate who was winning the primary, Sanders, and replace him with the fourth place candidate= Screw the People's choice, the Oligarchy interfered in our election  No problem to you. COMPLICIT in destroying the USA. No problem to you?"
19,2020-12-30 06:12:39+00:00,@realDonaldTrump Dear Mr. President: I understand that 2020 was a very rough year for everyone all over the USA &amp; around the world. I voted for you in this year’s election even though you still lost the race. I’m sorry to hear that you lost the election race. Hope to see you 2024
20,2020-12-30 01:26:47+00:00,@SenTedCruz big thec Democrat’s corporate media billionaires should not be buying election this fraud this corruption is allowed to be swept under the rug the American voters fear for the next election we fear for our country other countries are laughing at the USA
21,2020-12-29 22:43:58+00:00,"$2,000 Stimulus Checks are necessary to help USA working families.

All Senators voting against $2,000 Stimulus Checks should be voted out at the next Election as not putting USA citizens first! @SenateGOP @senatemajldr @tedcruz @marcorubio @SenMikeLee @GOP @DNC

See pinned tweet https://t.co/oDKn1hDO9V"
22,2020-12-29 22:36:38+00:00,"Moscow Mitch just threw both Georgia Republican Senators under a bus. They favor $2,000 checks but Mitch won't allow a vote. Georgia's election is next Tuesday, they'll probably lose

USA TODAY: Your $2,000 check is NOT in the mail

https://t.co/HOGaOMZhpn"
23,2020-12-29 18:00:31+00:00,Well hell ya. The House did right. $2000 stimulus. Yeah it is a stop gap but our money anyway...taxes. Gotta get Senate and Rinos to approve now. Hope they heed the message. We the People. Otherwise their next re election is in major jeopardy. USA USA USA. TRUMP/PENCE https://t.co/gxFwJm7OrX
24,2020-12-29 14:26:19+00:00,"@potus Mr President take Peter Navarro's report on election fraud, take millions of $ from donations and blanket the USA in info ads to inform the American people of the blatant fraud that occurred. 
The Truth before Jan 6th. 
Knowledge is power
@GOPLeader 
@RNC @marklevinshow"
25,2020-12-29 09:37:40+00:00,@RepKinzinger From military 2 kids saying pledge of allegiance we understand election “we the ppl” vote every 4 years winner gets 2 be USA PREZ dt has a lifetime throwing tantrums. Didn’t work this time.he broke USA.  It was never maga he didn’t care!Never again will there be a fool in WH !!
26,2020-12-28 22:19:47+00:00,"@Numbers28 The one thing that can be done is, stay engaged with what is going on in the country/USA, and when there is an election, vote them out."
27,2020-12-28 20:26:18+00:00,To Read @Rasmussen_Poll Quoting Stalin a former leader of the communist party of Russia about a USA Election 🇺🇸 is disheartening and the idea that it’s even recommended doesn’t represent democracy this’s truly a interesting read 🧐 !!! https://t.co/2418EANlz9
28,2020-12-28 19:16:51+00:00,@HarryPlum3 @catturd2 Our lockdowns appear strongly for political reasons to affect the outcome of an election and negatively affect a capitalist economy to intentionally weaken the USA.
29,2020-12-28 17:27:34+00:00,"@realspencergray I have a rational distrust, ""hatred"" if you prefer, of candidates signal-boosted by Russia in the 2016 &amp; 2020 election cycles. That includes Trump, #MoscowMitch, #KremlinKevin, Tulsi... and BS. 

I don't think they're playing for Team USA, wittingly or no."
30,2020-12-28 17:17:08+00:00,"@JohnFetterman @bridgetsimonds0 But Biden stole the election! But 5G! But the rapture! But Jesus! But freedom! But we didn't get 6,891 recounts yet! Trump won! USA! MAGA! Toxic masculinity! Libruls! DemocRATS! We're melting, melting, melting..."
31,2020-12-28 14:55:56+00:00,"Mitch, I’ll never forget how you sold out USA with this bill &amp; the stolen election. How much did Dominion Software pay you to look the other way while they stole our elections? Why are you giving foreign countries more than you are Americans? Especially when we are $26T in debt? https://t.co/zkX5EcaIqC"
32,2020-12-28 14:30:06+00:00,@carolfromindy @ANNSISCO1 2. You can’t “contact the election board to verify your vote.” Voting in the USA is by secret ballot. Your ballot cannot be traced back to you at this point. You are the only person who knows who you voted for.
33,2020-12-28 09:31:08+00:00,@GerleJohan @nikoliy @raymcgovern Yea. I just wish someone would put the rogue state elements of the USA in its place. The American people for the most part don’t want conflict! There is a coup going on right now just to get Trump quietly out of the White House! Even though the election was obviously fraudulent.
34,2020-12-28 04:02:48+00:00,"USA is blessed to have  @senatemajldr working hard as the leader of @SenateGOP to work effectively with President @realDonaldTrump.

Hope @sendavidperdue &amp; @SenatorLoeffler will win a landslide victory in Georgia &amp; make @GaRepublicans dominant in Georgia for Election 2022 &amp; 2024! https://t.co/kSelXL1vvb"
35,2020-12-28 03:50:44+00:00,"@UrTeams @Kkennedy0070 @LovesToCook27 @RVpoint3 @murray_nyc @realDonaldTrump “The only person?“ Wow! You might check a database of election fraud cases maintained by the Heritage Foundation. Do a little research and see how widespread it actually is in the USA, year after year. You may be shocked."
36,2020-12-28 00:04:37+00:00,"@BruceBourgoine Trump wants to punish the country because he lost the election. 
Look how he behaves. Trump treats this country like a reality TV show.
We had to vote him out before he destroyed the USA."
37,2020-12-27 20:31:46+00:00,"@amandawgolden This makes a lot of sense. Our commander in chief and his underling go on vacation while the country is set to shut down, millions of Americans have no new financial assistance and worry about eviction. Fear not, POTUS will soon be tweeting about election fraud! WTF! Wake up USA!"
38,2020-12-27 19:12:37+00:00,"@RealWayneRoot @realDonaldTrump DO NOT CONCEDE STOLEN ELECTION, MR PRESIDENT TRUMP! WE THE PEOPLE CHOOSE YOU AGAIN! BEST PRESIDENT EVER! GOD BLESS YOU &amp; GOD BLESS USA 🇺🇸!"
39,2020-12-27 18:35:28+00:00,"@usa_maga2020 @commish0069 @realLizUSA R U serious? With people like Sidney Powerless in your corner, you’re really looking down that rabbit hole. For God’s sake, just admit it, trump lost the election to a man of true, real integrity by the small amount of 7 million overall votes by American voters.HE LOST!#electoral"
40,2020-12-27 17:18:17+00:00,"Idiot plain and simple.

""A young military man working in Afghanistan told me that elections in Afghanistan are far more secure and much better run than the USA’s 2020 Election,"" the president claimed during a Boxing Day Twitter rant. https://t.co/cbvUsEuwv6 via @HuffPostPol"
41,2020-12-27 16:12:18+00:00,"@realDonaldTrump Its your fault once it hit USA you knew you down played it and now over thousands of America's are dead cuz of you!! Your fault death toll, your fault the horrible economy your fault kids cant be in school. Your fault you lost election"
42,2020-12-27 12:47:36+00:00,I William McCullough 3rd in Newyork City ( USA ) Republican Election Vote Process. ( King ) ( Ace of Spade and King of Spade ) ( I Habibi -  I BeBella ) @ 42 Nd Street &amp; 8th Ave. Time Square Manhattan Ny City https://t.co/GRRQtm4VSD
43,2020-12-27 10:22:31+00:00,Well Biden has stolen our election now in the USA !  We look to 1980s Eastern Europe as our new model of life !  All with me here ?
44,2020-12-26 22:43:36+00:00,"https://t.co/rsxkwyvyMr

""A young military man working in Afghanistan told me that elections in Afghanistan are ... much better run than the USA’s 2020 Election,"" the president tweeted."
45,2020-12-26 22:03:31+00:00,"@StevieNicks MORE, PLEASE!🙏💞🥰✌️☝️ AND I LOVE YOUR LAST SONG, PERFECT WORDS PRIOR TO THE ELECTION! AND YOU DIDN'T HAVE TO LEAVE THE USA! MY bucket list consist of swing YOU in concert before I die or you REALLY retire!🙏💞"
46,2020-12-26 21:56:46+00:00,"No kidding. And the virsus wasn't deliberate, bullshit ! And Biden got more votes than Trump, Obama &amp; Clinton combined. Bullshit ! The virsus, election &amp; destroyed economy were All democrat/chinese collusion !

chinas economy is set to overtake usa economy because of coronavirus"
47,2020-12-26 17:37:58+00:00,"#Georgia The fate of the Senate rest in your hands. #VoteBLUE to restore #healthcare,  #jobs and #justice to the #USA

Newsweek: What Polls Say About Kelly Loeffler and Raphael Warnock 1 Week Before Georgia's Election.
https://t.co/W54d2QtiU9

via @GoogleNews"
48,2020-12-26 16:51:39+00:00,@MarkFinchem Mark - we are recharged and ready to fight for a CORRECTED ELECTION RESULT.  Lead the way! We are following for the USA🇺🇸
49,2020-12-26 16:46:21+00:00,"@dutchsheets Awesome Give Him 15 today! By our rights as citizens of Heaven and America we make these demands by “Covenant Justice”, Be Done on our behalf both in Heaven and in America over this election! We voted 1st in Heaven then in USA on 11/3/20! #HisTruthPrevails"
50,2020-12-26 15:30:33+00:00,"@Michael89541443 @charliekirk11 YEP! and bho&amp;biden WEAPONIZED FBI CIA NSA&amp;ALL are INTEL AGENCIES &amp;EVERY dem leader&amp;judge ALLOWED THIS all to ""STEAL ELECTION &amp;DEFEAT POTUS TRUMP&amp; HELP china TAKE DOWN USA"""
51,2020-12-26 15:11:40+00:00,"@Bm1Ret @compassion_usa @KevTheHuman87 @GenFlynn @realDonaldTrump @lofly727 You lost the election, there will be other elections but Biden will be President."
52,2020-12-26 14:30:06+00:00,@JennaEllisEsq @dbongino Americans want an honest election.  The side that loses has to know the election was fair &amp; square or we loose our country and the great experiment that has been the USA is no more.
53,2020-12-26 04:38:06+00:00,AS THE PHANTOM DIRCTOR WE UP HOLD THE DEMOCRACY OF THE USA AND SHUN EVIL...WE UPHOLD ELECTION INTEGRITY WITH ALL RESPECT FOR OUR LORD A SAVIOR JESUS CHRIST/IN GOD WE TRUST AND THE TRUTH IS PRESIDENT TRUMP DID WIN THE ELECTION FAIR AND SQUARE
54,2020-12-26 00:11:20+00:00,"DICTATORSHIP.  WHAT WE WANTS IS THOSE WHO HAVE COMMITTED SUCH A BETRAYAL, CORRUPTED ACTIONS AGAINST THE PEOPLES OF USA 🇺🇸 TO GIVE US THE MAJORITY OF THE USA 🇺🇸 CITIZENS PRESIDENT TRUMP WHAT HE WON LEGALLY AND BY THE MAJORITY OF OURS VOTES HIS PRESIDENTIAL RE ELECTION FOR THE"
55,2020-12-25 17:51:09+00:00,@CNN And Dems stuffed ballots for Biden in the USA and those involved need to be jailed. Republicans demand a fair election
56,2020-12-25 17:15:38+00:00,I William McCullough 3rd in Newyork City ( USA ) Republican Election Vote Process. ( King ) ( Ace of Spade and King of Spade ) ( I Habibi -  I BeBella ) @ 42 Nd Street &amp; 8th Ave. Time Square Manhattan Ny City https://t.co/lvqcELB9T2
57,2020-12-24 22:50:59+00:00,"@ChrisRadioLabs @PollWatch2020 @LizRNC Your name is Justice, and that’s just what there ISN’T anymore in the USA. Trump did amazing things, but he never got control of the Justice Dept and the FBI and the entire intelligence community, and the Deep State now helped Biden to win an illegal election to defeat Trump."
58,2020-12-24 19:09:49+00:00,"@JoeBiden You’re not the President, and never will be. You’re a pawn of the #CCP in an attempted overthrow of the #USA. Be a man, and admit you know you lost the election. If you really are a #Patriot, you will expose all those involved in your #ElectionFraud. Do that, and maybe stay free."
59,2020-12-24 18:49:28+00:00,"The left media has accused President Trump of leaving Washington in a cluster f--k.
The media is in favor of the most fraudulent election that's ever taken place in the USA.
I have been working elections for decades and Trump won Hialeah, Florida &amp; and the REST OF THE COUNTRY."
60,2020-12-24 14:58:43+00:00,"@kylenabecker @radioman253 If they can steal an election,imagine what they are about to do to the USA"
61,2020-12-24 13:23:08+00:00,@FOX2News He did it because he wants to keep all those slave owners names on the USA 🇺🇸 bases ....! Where has he been ? Crying 😭 about his loss and trying to overturn a democratic election by criminal acts !!! https://t.co/l4gVKknVOa
62,2020-12-24 12:03:26+00:00,@TeamTrump The 45th POTUS did far more than he promised in spite of all opposition: but there remains yet an accomplishment that will trump all; getting to the bottom of the Nov. 3 fraudulent election! Otherwise the USA will lose its democratic credibility in the World.
63,2020-12-23 20:25:24+00:00,@POTUS summarizes the tactics used in the USA’s 2020 election: https://t.co/9HZgnmnFEZ
64,2020-12-23 20:14:56+00:00,"@JCinPhilly @w_terrence Absolutely True most ungodly Stealing Votes iv ever heard of, we can never trust USA Elections ever again, States changing Rules in the Middle of an Election with Ppl working there knowing the Evil Democrats how do they live with them self &amp; their Part in Evil, no Conscience, ‼️"
65,2020-12-23 20:05:59+00:00,@JodyHice @MacAdomis @POTUS @realDonaldTrump Please help restore Election Integrity in the USA https://t.co/fTOPrtkA5T
66,2020-12-23 19:57:26+00:00,"@2short454 @w_terrence You are Exactly Correct and God knows all, He hate Sin, God loves Sinners and wants them Saved, He was Crucified for Sinners but He don’t honor any ungodly , Evil as has been Perpetrated in USA Election 2020‼️✝️Pray for Honesty to win, God’s will be done, on Earth as is in Heaven"
67,2020-12-23 16:29:18+00:00,@john_roggeveen USA is 50 separate systems of weird election laws. with multiple layers of what are supposed to be checks and balances. The ultimate balance point is Mike Pence if it comes to that January 6th. The SC wants to follow constitution and keep it with the state no matter how bad.
68,2020-12-23 15:35:21+00:00,"This is all evidence of the type of  corruption that leads to the fall of empires. 2020 corrupt election another example.
Think the fall of the Roman empire in ancient times. USA headed in the same direction, unless the public wakes up and throws the bast***s out. Georgia, DC.... https://t.co/AsxHluTxrT"
69,2020-12-23 15:35:05+00:00,😳😳Facebook Founder Hit with HUGE Lawsuit that Will Expose election fraud &amp; dark $$... https://t.co/2QsbMFk2Lu via @YouTube wow. True! #socialmedia #MAGA2020 #Trump2020 #StopTheSteaI2020 #Americans #USA
70,2020-12-23 11:26:53+00:00,@dots_po @SharonaMcKraken Its enough to make us plenty mad. Trump i pray is made whole and the crooked election found out he will help people in USA
71,2020-12-23 11:04:05+00:00,"The only way we're going to get the USA back is take it, I ain't talkin about rioting and protesting, I'm talking about taking it back with whatever means we have this election wasn't about black or white it was about Good and Evil unfortunately the evil cheated"
72,2020-12-23 03:49:12+00:00,"Wish I could’ve seen this live! Arnold looks as proud to meet you as we all should be for your team’s efforts on the election. This week, Covid related illness took my grandma &amp; cousin back to back &amp; I was at a funeral during this event, but we are all optimistic that 🇺🇸 is safe!"
73,2020-12-22 22:14:32+00:00,GOP refused to acknowledge for over a month that Joe Biden was President-Elect of the USA despite having won the EC and an almost 7 million vote lead over Trump. Republicans shouldn’t cry foul on one election that benefits their own while refusing to acknowledge the POTUS result. https://t.co/yZpz35rHcx
74,2020-12-22 22:12:35+00:00,"@realDonaldTrump WE AS USA CITIZEN'♥ S DEMAND A FAIR ELECTION NOT FRAUD WE HAVE RIGHT'S THAT WILL NOT BE DENIED!SOUND OUT! AS MY DADDY SAID.WHEN HE GOT HOME FROM THE WAR 11 THEY GAVE THEIR LIVES 4 R RIGHTS💘SOUND OUT!IN GOD WE TRUST DADDY SAID HE WAS RIGHT,THAT'S WHAT BROUGHT HIM HOME👍❤🇺🇸🦅👈"
75,2020-12-22 21:52:15+00:00,"@BeianNorma Amen God knows it all Millions of Votes for Trump took out after hours down right Thefts caught unconstitutional and everyone knows it we will never Trust Voting in USA I only Trust GOD, few Crooks Republicans too Dems know about Fraud, Joe confessed before Election, they had it."
76,2020-12-22 21:44:21+00:00,"@JennaEllisEsq I can say Amen to that‼️ Do these Crazy , ungodly Ppl who have Destroyed the Whole Election of USA this year and Tried in Last Election “ The Swamp” has got to Go, when we can’t trust Evil, Dems nor devil  Party, pretending to be GOP( Gophers) then I say get a whole New God Pick."
77,2020-12-22 20:41:30+00:00,"If any part of a USA presidential election is done with deliberate removal of the usual safeguards to ensure integrity of (electors lists, voting by validly registered persons and the chain of custody of ballots ending with observed counting of the votes), is the result correct? https://t.co/L9XemtoVEv"
78,2020-12-22 19:54:52+00:00,"I wish Donald Trump was as determined to overturn the Coronavirus Pandemic in the USA as he is to overturn the results of the Election. 

I think we would be a lot further along in our fight to curb the spread, reduce healthcare overwhelm &amp; decrease the death rate if he was."
79,2020-12-22 17:55:45+00:00,"It appears @realDonaldTrump and his news channels are the REAL FAKE NEWS.

Imagine that!?

USA TODAY: Fox News, Newsmax shoot down their own claims on election

https://t.co/XH3qYt4kdw"
80,2020-12-22 16:20:07+00:00,"USA TODAY: Fox News, Newsmax shoot down their own claims on election

https://t.co/n9btO9q2Ua"
81,2020-12-22 14:59:37+00:00,"Membre élu de la Chambre des représentants des #USA
de Caroline du Nord du 11e arrondissement @CawthornforNC contestera officiellement l’élection le 6 janvier 2021. 🇺🇸 #FightForTrump https://t.co/dlnybxnL8J"
82,2020-12-22 13:39:44+00:00,"@LivinTheRPLife @RobertP29345993 @Cluquet1 @brithume LOL what did trump leave Record national debts, deficits, trad wars, food lines, homeless, millions out of work, 350k dead to a hoax, world leaders on camera laughing at USA and Trump, trying to overturn an election. 
Yes things can only get better under Biden! God Bless USA! https://t.co/clkkoRpSzr"
83,2020-12-22 13:35:00+00:00,@JoeBiden Our 46th President has to clean up this mess as we cannot have a repeat of this treasonous posturing by a sitting POTUS after another election in the USA.
84,2020-12-22 13:16:10+00:00,EVERYONE who frauded our election is a NASTY TRAITORS of the worst kind. They better be locked up for life. They have tried to MURDER OUR USA.
85,2020-12-22 08:34:07+00:00,"@realDonaldTrump @sendavidperdue @BrianKempGA I will continue on as time goes on, I hope all of you understand this is not a game

I will never allow you to control the masses but the masses to control all of you, do you understand me

By power of vote,  not this cheated election in USA"
86,2020-12-22 08:24:42+00:00,"@realDonaldTrump needs to accept the fact he's a LOSER &amp; a record  shattering 81+ Million #Patriots voted #Trump out of White House &amp; #UnitedStates in the most safe &amp; secure election in US #history!

#utpol
#USPolitics
#Election2020 #BidenTransition #BidenHarris2020 #America #USA"
87,2020-12-22 05:55:12+00:00,"Trump Calls Charlie Kirk In Middle Of Speech To Cry About Election Loss 

Trump’s call came in middle of Turning Point USA conference in FL, when Kirk – was delivering a speech. Trump quickly took opportunity to spew baseless election conspiracy theories.

https://t.co/jX52yKCaX3"
88,2020-12-22 04:34:32+00:00,"@MaElviraSalazar We must defend our freedoms in USA, We The People that voted for you and Donald TRUMP deserve  a fair and free election! CONTENT ON JANUARY 6th"
89,2020-12-22 02:08:48+00:00,"@RepMattGaetz 318,000 AMERICANS died, RUSSIAN PUTIN 's digging into USA + DESTROY USA systems . Here  u r pathetically , PETTY SWINDLE threaten those election workers not to help your boss cheat .,! And U r suppose to be their representative ? U r mtf* . that's right mtf*"
90,2020-12-22 00:38:12+00:00,"@finch_rfoll @Artsy_Marxist @The_Acumen @CalliopeStormb1 @marie_chellie @richimedhurst @AOC Venezuelan Politics aren't exactly happening how we're taught they are, here in the US.
In FACT, their elections are rated as WAY more dEMOCRATIC than ours
By Jimmy Carter's election integrity group!
USA Claimed Juan Guido's US
Puppet Ass 2B president w/o any1
ELECTING HIM
SMDH"
91,2020-12-21 21:33:47+00:00,"There spending child money and grandchildren , and not Creating jobs or helping the small businesses grow which will kill manufacturing in the USA This presidential election was a joke and there are $600 payment for stimulus is not even a grocery bill for a family of four month https://t.co/3xVKa5GRc4"
92,2020-12-21 21:24:34+00:00,People you listen to Trump's tweet. Discussing the possibility that it may be trying to 30 machines during the election. Not true but look at him putting down the USA America our America. He should be building us up not trying to tear us down. I am sure he works for the other
93,2020-12-21 19:20:09+00:00,@EmeraldRobinson All those expert blue ✔ 🤬that kept saying Bill Barr was legit.🖕! If nothing is done about this election fraud and we leave all of the criminals unpunished.Then Trump will be arrested or forced leave the USA within months after leaving office.Nothing will stop them! Bloodbath!
94,2020-12-21 18:01:08+00:00,"@realDonaldTrump Massive pandemic infected and dead, huge Russian hacks and interference in USA election, and all you do is whine and lie."
95,2020-12-21 17:07:37+00:00,"Lol
USA TODAY: Barr: No reason for special counsels for Hunter Biden or election

https://t.co/nhisqMno9t"
96,2020-12-21 15:38:16+00:00,"@w_terrence Amen the Fake News and these crooks did their own Election the American Ppl had 0 to do with that Evil China Bunch being in USA WH Not Constituency, Supreme Court not Keeping the Contract with God, they Reap what they sow‼️✝️🇺🇸"
97,2020-12-21 10:39:58+00:00,"@RobertP68770476 @SeloverJoy @RepMaxineWaters @CeltM lying  about  how DEADLY  COVID-19  was. Knew in January  it was Airborne  and 300, 000 America  People are  Dying or Dead.  Separated kids from their parents and  put  them  in cages,  which  is Crimes Against Humanity,  Lying  about  Election  Fraud,  Letting  Putin  Hack USA"
98,2020-12-21 06:14:55+00:00,@realDonaldTrump You were right v the election was rigged. @Facebook stole my @MileyCyrus  party in the USA promo for @WhiteHouse that was doing for you hit hit the post are you looking for the Democratic Party
99,2020-12-21 06:08:56+00:00,@arhselk Sir @Queen_UK  what this means for her majesty @QueenWindsor  is that  @realDonaldTrump did  not have a fair election.  @ladygaga  and @Facebook make sure he  didn't that's why she blocked me she's working with them i    I was promoting Party in the USA with  @POTUS
100,2020-12-20 23:24:17+00:00,@ChuckCallesto @hulahick America will stop holding it’s collective breath when these continued promises of action regarding the election start happening!
101,2020-12-20 22:53:34+00:00,Welcome to the USA there has never been an election with this many write-in votes coming in the middle of the night and all for one party and not the other I got a laugh https://t.co/ju3xVqLJyE
102,2020-12-20 19:34:38+00:00,"President Trump won the election. The attempted coup is happening in the USA Government. The weak liberals in our Government need to be removed and charged with treason. Making an example for others to know we the people will never be a socialist country. 
https://t.co/Ri223oCEr5"
103,2020-12-20 19:32:40+00:00,"Happening in USA the same Smartmatic Dominion did in V enezuela  
Republican establishment acting like corrupt coward venezuelan opposition did whenever Chavez ""won"" a ""smartmatic"" election
WOW As venezuelan refugee though I was safe in USA
WRONG
USA is another banana republic"
104,2020-12-20 17:42:21+00:00,"Since the election, Twitter, who hates our President Trump, benefits from Trumps' 89 million tweet followers, vs Bidens' 22 million followers. They need to Read the room &amp; Stop disputing what USA believes in, our @POTUS https://t.co/OWa1sB573V"
105,2020-12-20 17:17:47+00:00,"@JQRambles @Churchofdontbea @VaughnWDE @NesterKay @Raiklin @realDonaldTrump The video you’re referencing was hours long.  It showed the whole day. Also, not one person in the entire USA was arrested in the vast fraudulent election scheme.  I know, I know. Deep state. The trump con is over. Come back to reality"
106,2020-12-20 15:37:05+00:00,@mike_wanaoni @realDonaldTrump WOW. You compare Trump to Hitler.  President Trump still has 4 years to Make America Great. He will go down in history as one of the most productive Presidents in history. Besides for exposing the biggest election fraud in USA history #voterfraud #Trump2020Landslide 🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲
107,2020-12-20 15:08:20+00:00,Everytime I tune into NewsMax I see real Americans who will not back down &amp; let Bidens Bandits fraudulently try &amp; steal this tainted Election 🗳 No wonder it’s the Media of Truth in the USA!Thanks NM 🇺🇸🔔🗽📲
108,2020-12-20 15:04:35+00:00,"@realDonaldTrump if democrat people are Ok with CHEAT to STEAL 2020 election, then we USA people are OK for Martial LAW to STOP the STEAL. especially in Georgia, the Governor and Secretary of state should be immediately arrested, put in Prison #KAG"
109,2020-12-20 13:48:33+00:00,"Yesterday 3 who love The USA were at the Freedom Tower letting the thousands that drove by know that Joe Biden and his gang Stole the presidential election. 
1 Jewish American Bob Kunts , 1 Cuban American Vietnam Veteran, Julio Martinez and a hell of a Trump American ,John King."
110,2020-12-20 06:25:06+00:00,@realDonaldTrump Because we might be able to use it to fight for you. The majority of this country that back you are living unemployment check to unemployment check. They need you to win this election and lock up these tyrannical governors for treason against the people of USA.
111,2020-12-20 04:45:45+00:00,"@realDonaldTrump All his interviews will be a complete joke!President Trump,Twitter gave millions to defeat you,even tho,you are the best President,the USA has seen for decades.Millions of American are totally pissed,and they could care less what Twitter puts out there,this election was just frau"
112,2020-12-20 01:32:43+00:00,@JonathanTurley I voted for Trump because the Democratic Party doesn't believe in the USA I know. But all these crackpots that believe in all this election fraud amazes me.  Does it rise to the level of changing the results? Has it been proved? Trump was disassociating himself from Syd 2 wks ago
